0,		0.69,	53.12,	0.69,	2.30
100,	0.74,	53.12,	0.61,	1.56
200,	0.66,	53.12,	0.67,	0.34
300,	0.59,	59.38,	0.81,	0.14
400,	0.53,	59.38,	0.73,	0.04
500,	0.52,	65.62,	0.81,	0.02
600,	0.40,	75.00,	0.65,	0.06
700,	0.46,	56.25,	0.71,	0.05
800,	0.49,	65.62,	0.78,	0.09
900,	0.54,	53.12,	0.68,	0.02
1000,	0.68,	50.00,	0.73,	0.05
1100,	0.73,	56.25,	0.56,	0.14
1200,	0.64,	62.50,	0.51,	0.03
1300,	0.70,	50.00,	0.56,	0.01
1400,	0.69,	50.00,	0.58,	0.01
1500,	0.72,	50.00,	0.57,	0.04
1600,	0.67,	53.12,	0.53,	0.03
1700,	0.73,	50.00,	0.49,	0.01
1800,	0.77,	50.00,	0.54,	0.03
1900,	0.74,	53.12,	0.48,	0.01
2000,	0.76,	50.00,	0.49,	0.00
2100,	0.71,	50.00,	0.47,	0.00
2200,	0.75,	50.00,	0.47,	0.10
2300,	0.72,	50.00,	0.51,	0.02
2400,	0.69,	50.00,	0.53,	0.02
2500,	0.76,	46.88,	0.49,	0.00
2600,	0.73,	46.88,	0.57,	0.00
2700,	0.73,	43.75,	0.52,	0.00
2800,	0.74,	50.00,	0.53,	0.01
2900,	0.74,	50.00,	0.47,	0.00
3000,	0.74,	50.00,	0.54,	0.02
3100,	0.79,	46.88,	0.47,	0.00
3200,	0.78,	50.00,	0.50,	0.00
3300,	0.71,	53.12,	0.51,	0.01
3400,	0.72,	50.00,	0.53,	0.01
3500,	0.72,	50.00,	0.57,	0.00
3600,	0.72,	46.88,	0.55,	0.00
3700,	0.73,	50.00,	0.53,	0.00
3800,	0.74,	46.88,	0.55,	0.02
3900,	0.69,	50.00,	0.54,	0.03
4000,	0.73,	53.12,	0.54,	0.01
4100,	0.73,	50.00,	0.58,	0.00
4200,	0.75,	46.88,	0.52,	0.02
4300,	0.64,	71.88,	0.68,	0.00
4400,	0.68,	53.12,	0.55,	0.00
4500,	0.74,	46.88,	0.59,	0.02
4600,	0.74,	43.75,	0.63,	0.04
4700,	0.73,	53.12,	0.62,	0.05
4800,	0.69,	50.00,	0.71,	0.05
4900,	0.69,	53.12,	0.64,	0.00
5000,	0.71,	46.88,	0.67,	0.00
5100,	0.73,	40.62,	0.66,	0.00
5200,	0.67,	71.88,	0.66,	0.01
5300,	0.72,	40.62,	0.67,	0.00
5400,	0.65,	65.62,	0.70,	0.01
5500,	0.68,	59.38,	0.69,	0.00
5600,	0.73,	43.75,	0.75,	0.00
5700,	0.66,	62.50,	0.76,	0.09
5800,	0.69,	56.25,	0.75,	0.00
5900,	0.65,	65.62,	0.85,	0.12
6000,	0.71,	56.25,	0.76,	0.00
6100,	0.65,	68.75,	0.74,	0.01
6200,	0.66,	62.50,	0.76,	0.00
6300,	0.68,	53.12,	0.89,	0.02
6400,	0.71,	50.00,	0.86,	0.00
6500,	0.69,	53.12,	0.65,	0.00
6600,	0.72,	46.88,	0.74,	0.00
