0,		0.693130,	56.25,	0.696007
14000,	0.481991,	78.12,	1.712423
14100,	0.795808,	59.38,	1.033681
14200,	0.527943,	71.88,	1.358923
14300,	0.381294,	84.38,	0.990253
14400,	0.498090,	71.88,	1.060373
14500,	0.557097,	81.25,	1.604192
14600,	0.651634,	59.38,	1.548657
14700,	0.414805,	84.38,	1.430860
14800,	0.561377,	71.88,	1.811157
14900,	0.410427,	87.50,	1.298703
15000,	0.494040,	81.25,	1.827629
15100,	0.577972,	65.62,	1.389161
15200,	0.291332,	90.62,	1.942656
15300,	0.553619,	75.00,	2.538940
15400,	0.435461,	81.25,	1.272514
15500,	0.387320,	84.38,	1.702848
15600,	0.573511,	71.88,	1.366250
15700,	0.576933,	68.75,	1.484587
15800,	0.654159,	62.50,	1.634539
15900,	0.706909,	59.38,	1.318027
16000,	0.426816,	78.12,	1.147504
16100,	0.474812,	75.00,	1.433289
16200,	0.476789,	78.12,	1.319622
16300,	0.524830,	65.62,	1.581003
16400,	0.486303,	71.88,	1.408817
16500,	0.456799,	84.38,	1.537422
16600,	0.534190,	78.12,	1.260293
16700,	0.553614,	71.88,	1.776490
16800,	0.538098,	68.75,	1.658297
16900,	0.443639,	81.25,	2.198538
17000,	0.470500,	84.38,	1.553754
17100,	0.507035,	71.88,	1.188050
17200,	0.351149,	90.62,	1.331928
17300,	0.460460,	81.25,	1.529724
17400,	0.447775,	84.38,	1.355717
17500,	0.548958,	68.75,	1.140535
17600,	0.500870,	71.88,	0.935776
17700,	0.747242,	59.38,	1.232940
17800,	0.560286,	71.88,	1.901306
17900,	0.487504,	62.50,	1.525534
18000,	0.639271,	65.62,	0.967182
18100,	0.409203,	84.38,	1.916850
18200,	0.512401,	75.00,	1.019573
18300,	0.624052,	71.88,	1.000659
18400,	0.439959,	84.38,	1.245173
18500,	0.507136,	78.12,	1.360937
18600,	0.487820,	78.12,	1.207765
18700,	0.429999,	78.12,	1.425883
18800,	0.715600,	65.62,	1.537256
18900,	0.413396,	84.38,	0.987650
19000,	0.538691,	81.25,	2.023624
19100,	0.541371,	62.50,	1.268673
19200,	0.537758,	65.62,	1.861720
19300,	0.551518,	75.00,	1.264128
19400,	0.412172,	84.38,	1.728360
19500,	0.540047,	68.75,	1.858666
19600,	0.622705,	65.62,	1.402075
19700,	0.743534,	56.25,	1.679943
19800,	0.445026,	78.12,	1.351051
19900,	0.733279,	59.38,	1.461801 
