0,3.235893,62.50,12.50,3.336280
1,3.309877,65.62,15.62,3.242101
2,3.279773,53.12,15.62,3.271449
3,3.221508,50.00,21.88,3.312361
4,3.010080,56.25,25.00,3.835952
5,2.657082,68.75,34.38,3.498306
6,2.582793,62.50,43.75,3.573456
7,2.466901,71.88,46.88,3.840471
8,2.477767,62.50,40.62,3.778036
9,2.607489,62.50,46.88,4.078162
10,2.504938,53.12,50.00,3.895148
11,2.422355,62.50,50.00,3.828153
12,2.388399,59.38,53.12,4.305893
13,2.397740,68.75,53.12,4.040860
14,2.296924,65.62,50.00,4.491175
15,2.278941,78.12,53.12,4.243032
16,2.194637,68.75,46.88,4.268781
17,2.303410,71.88,50.00,4.547693
18,2.204929,68.75,50.00,4.347561
19,2.057987,81.25,53.12,4.642273
20,2.098704,87.50,53.12,4.919186
21,2.064463,84.38,50.00,5.034829
22,1.927222,84.38,62.50,5.205985
23,2.179099,68.75,50.00,5.132037
24,2.190992,71.88,53.12,4.825972
25,1.984373,90.62,53.12,5.231040
26,2.103607,81.25,50.00,5.053606
27,2.157095,71.88,46.88,5.324373
28,1.801038,93.75,50.00,5.623375
29,1.804180,87.50,56.25,4.955572
30,1.786921,90.62,59.38,5.319481
31,1.999188,90.62,50.00,4.786828
32,1.859648,93.75,50.00,5.022974
33,2.002197,68.75,53.12,5.235116
34,1.823771,78.12,62.50,4.862421
35,2.036345,87.50,53.12,4.848373
36,1.587259,96.88,62.50,4.878404
37,1.999574,87.50,59.38,4.296255
38,2.022468,75.00,50.00,4.570064
39,1.860211,81.25,71.88,4.603680
40,1.971905,78.12,50.00,4.272463
41,2.151464,68.75,50.00,4.245294
42,1.924941,78.12,68.75,4.547673
43,1.965336,71.88,50.00,4.784864
44,2.071002,62.50,50.00,4.320986
45,2.197773,62.50,53.12,4.415843
46,2.152705,68.75,46.88,4.220334
47,2.176838,62.50,50.00,4.247661
48,2.080090,53.12,50.00,4.509507
49,2.024400,78.12,56.25,4.556580
50,1.810940,78.12,50.00,4.595485
51,2.128973,65.62,50.00,4.473366
52,1.960263,56.25,59.38,4.505987
53,2.203042,56.25,46.88,4.287982
54,2.081307,68.75,59.38,4.669382
55,1.773751,71.88,68.75,4.479731
56,1.934026,84.38,53.12,4.941937
57,1.802819,81.25,56.25,5.026362
58,2.140138,71.88,50.00,5.492264
59,1.712051,65.62,56.25,5.439118
60,1.906785,87.50,46.88,5.306530
61,1.605236,78.12,62.50,5.268100
62,1.693184,75.00,59.38,5.503140
63,1.904488,84.38,59.38,5.579428
64,1.664149,81.25,56.25,5.927874
65,1.813681,81.25,56.25,6.011867
66,1.484937,68.75,71.88,6.473452
67,1.511215,81.25,59.38,6.086831
68,1.849192,84.38,62.50,6.611385
69,1.363621,87.50,71.88,5.703809
70,1.454647,84.38,71.88,6.686857
71,1.403884,84.38,65.62,6.286406
72,1.531269,96.88,62.50,6.209256
73,1.215144,93.75,71.88,6.281748
74,1.068217,96.88,71.88,6.591839
75,1.344314,96.88,62.50,6.638898
76,1.499366,100.00,62.50,6.374262
77,1.208922,96.88,68.75,7.080924
78,1.210143,96.88,62.50,7.017269
79,1.080033,100.00,75.00,7.287782
80,1.497680,93.75,68.75,6.892722
81,1.094487,100.00,68.75,7.018034
82,1.164710,96.88,65.62,6.299720
83,1.002753,90.62,81.25,6.526166
84,1.066359,93.75,75.00,6.752716
85,0.954727,96.88,81.25,8.167244
86,0.968466,100.00,81.25,7.432470
87,1.182495,100.00,71.88,7.921429
88,0.863469,96.88,87.50,7.027847
89,1.225025,100.00,62.50,7.942042
90,1.072886,100.00,75.00,7.962115
91,0.894611,100.00,78.12,7.863248
92,0.939225,96.88,81.25,7.836694
93,1.207360,100.00,65.62,7.376536
94,0.955215,93.75,81.25,7.955793
95,0.875896,100.00,78.12,8.122869
96,0.888698,100.00,81.25,7.959276
97,0.833982,96.88,78.12,7.727674
98,0.871962,100.00,81.25,8.543712
99,1.107831,100.00,71.88,8.192766
100,0.769319,100.00,84.38,8.500103
101,1.055848,96.88,78.12,8.652390
102,0.813770,96.88,81.25,8.023526
103,0.860022,100.00,81.25,8.495203
104,0.638842,100.00,87.50,8.574493
105,0.829938,96.88,78.12,9.147098
106,0.555886,100.00,90.62,8.709841
107,0.758122,96.88,81.25,8.445442
108,0.725046,100.00,84.38,8.233059
109,0.894863,93.75,71.88,8.426289
110,0.881515,96.88,68.75,8.633148
111,1.318687,90.62,78.12,7.550887
112,1.259854,81.25,87.50,7.039118
113,1.295332,78.12,68.75,7.718117
114,1.140182,84.38,75.00,6.134449
115,1.260928,87.50,75.00,5.621128
116,1.357612,90.62,68.75,7.176195
117,1.355124,96.88,71.88,6.815832
118,1.252922,84.38,75.00,6.362358
119,1.138433,96.88,81.25,7.137318
120,1.053600,96.88,84.38,7.086952
121,1.214299,93.75,68.75,8.195692
122,0.849934,96.88,84.38,6.883055
123,0.846351,96.88,84.38,7.309986
124,0.977007,96.88,81.25,8.017538
125,1.018005,96.88,81.25,7.704298
126,0.971765,100.00,75.00,7.610650
127,1.181295,100.00,75.00,6.984122
128,0.854636,93.75,84.38,6.898540
129,1.377720,87.50,71.88,6.742775
130,1.073741,90.62,84.38,6.929103
131,1.204032,96.88,71.88,7.064382
132,1.081307,78.12,81.25,7.802223
133,1.320838,68.75,81.25,7.719274
134,1.113918,90.62,87.50,7.081808
135,1.038072,87.50,84.38,6.948480
136,0.860418,90.62,87.50,7.015012
137,0.999599,90.62,81.25,8.023815
138,1.031540,96.88,84.38,7.986211
139,1.099816,87.50,68.75,6.587710
140,0.952238,87.50,84.38,6.723465
141,1.200615,84.38,71.88,6.785483
142,1.588918,68.75,65.62,7.616615
